ID,Name,St.No.,Street Name,City,State,Zip,Municipality,Category
6838,Sunny Days Learning Center,426,Shady Avenue,Bridgeville,PA,15017,Bridgeville,Child Food Service
6839,Sunny Jim&#39;s Tavern,255,Camp Horne  Road,Pittsburgh,PA,15202,Kilbuck,Restaurant with Liquor
6840,Sunny&#39;s Shaved Ice,1714,Bower Hill Road,Pittsburgh,PA,15243,Scott,Mobile
6841,Sunoco,304,Freeport Road,Pittsburgh,PA,15215,Aspinwall,Chain Retail/Convenience Store
6842,Sunoco,825,Duquesne Blvd,Duquesne,PA,15110,Duquesne,Packaged Food Only
6843,Sunoco,600,Lysle Blvd,Mc Keesport,PA,15132,McKeesport,Chain Retail/Convenience Store
6844,Sunoco  #7278,339,Cochran Rd,Pittsburgh,PA,15228,Mt Lebanon,Chain Retail/Convenience Store
6845,Sunoco  #7279,3505,Library  Road,Pittsburgh,PA,15234,Castle Shannon,Chain Retail/Convenience Store
6846,Sunoco  #7353,300,Grant Avenue,Pittsburgh,PA,15209,Millvale,Chain Retail/Convenience Store
6847,Sunoco #7095,2000,Eastern Avenue,Verona,PA,15147,Plum,Chain Packaged Food Only
6848,Sunoco #7139,1020,Mt Royal Blvd,Pittsburgh,PA,15223,Shaler,Chain Retail/Convenience Store
6849,Sunoco #7144,195,N Craig St,Pittsburgh,PA,15213,Pittsburgh-104,Chain Retail/Convenience Store
6850,Sunoco #7359,5600,Wm Flynn Hwy,Gibsonia,PA,15044,Richland,Chain Retail/Convenience Store
6851,Sunoco #7362,19090,Perry Hwy,Mars,PA,16046,Marshall,Chain Retail/Convenience Store
6852,Sunoco #7374,4638,Clairton Blvd,Pittsburgh,PA,15236,Whitehall,Chain Retail/Convenience Store
6853,Sunoco #7375,310,Cedar Ave,Pittsburgh,PA,15212,Pittsburgh-123,Chain Retail/Convenience Store
6854,Sunoco #7414,4528,Ohio River Blvd,Pittsburgh,PA,15202,Bellevue,Chain Retail/Convenience Store
6855,Sunoco #7416,900,Butler St,Pittsburgh,PA,15223,Shaler,Chain Retail/Convenience Store
6856,Sunoco #7430,113,Noble Ave,Pittsburgh,PA,15205,Crafton,Chain Retail/Convenience Store
6857,Sunoco #7501,521,Lincoln Hwy,East Pittsburgh,PA,15112,East Pittsburgh,Chain Retail/Convenience Store
6858,Sunoco #7508,1001,Washington Pike,Bridgeville,PA,15017,Collier,Chain Retail/Convenience Store
6859,Sunoco #7544,1201,Airport Boulevard / Pgh Int&#39;l Airport,Pittsburgh,PA,15231,Findlay,Chain Retail/Convenience Store
6860,Sunoco #7570,1710,Washington Rd,Pittsburgh,PA,15241,Bethel Park,Chain Packaged Food Only
6861,Sunoco / Banksville,1721,Banksville Rd,Pittsburgh,PA,15216,Pittsburgh-119,Chain Retail/Convenience Store
6862,Sunoco A Plus #7517,3299,Saw Mill Run Blvd,Pittsburgh,PA,15227,Brentwood,Chain Retail/Convenience Store
6863,Sunoco A Plus Mini Market,514,N Highland Ave,Pittsburgh,PA,15206,Pittsburgh-111,Chain Retail/Convenience Store
6864,Sunoco A Plus Mini Market,3100,W Liberty  Avenue,Pittsburgh,PA,15216,Dormont,Chain Retail/Convenience Store
6865,Sunoco A Plus Mini Market,7701,Penn Ave,Pittsburgh,PA,15221,Pittsburgh-114,Chain Retail/Convenience Store
6866,Sunoco A Plus Mini Market,104,Clairton Blvd,Pittsburgh,PA,15236,Pleasant Hills,Chain Retail/Convenience Store
6867,Sunoco A Plus Mini Market,123,N Negley Ave,Pittsburgh,PA,15206,Pittsburgh-111,Chain Retail/Convenience Store
6868,Sunoco A Plus Mini Market #7372,7403,Washington Ave,Pittsburgh,PA,15218,Swissvale,Chain Retail/Convenience Store
6869,Sunoco A Plus Mini Market #8154,5204,Interboro Ave,Pittsburgh,PA,15207,Pittsburgh-131,Chain Retail/Convenience Store
6870,Sunoco A Plus Mini Mart,427,Brownsville Rd,Pittsburgh,PA,15210,Mt Oliver,Chain Retail/Convenience Store
6871,Sunoco A Plus Mini Mart,1969,Lincoln Way,Mc Keesport,PA,15131,White Oak,Chain Retail/Convenience Store
6872,Sunoco A Plus Mini Mart,2350,Centre Ave,Pittsburgh,PA,15213,Pittsburgh-105,Chain Retail/Convenience Store
6873,Sunoco A Plus Mini Mart  #6968,600,Rodi Rd,Pittsburgh,PA,15235,Penn Hills,Chain Retail/Convenience Store
6874,Sunoco A-Plus Mini Market #7485,4779,Liberty Ave,Pittsburgh,PA,15224,Pittsburgh-108,Chain Retail/Convenience Store
6875,Sunoco Choice Tobacco &amp; Food Mart,1855,Haymaker Rd,Monroeville,PA,15146,Monroeville,Chain Retail/Convenience Store
6876,Sunoco Gas Station,208,Mansfield Blvd &amp;  Broadway Ave,Carnegie,PA,15106,Carnegie,Chain Packaged Food Only
6877,Sunoco Mini Market,9100,Perry Hwy,Pittsburgh,PA,15237,McCandless,Chain Retail/Convenience Store
6878,Sunoco Mini Mart,1643,Arlington Ave,Pittsburgh,PA,15210,Pittsburgh-116,Chain Retail/Convenience Store
6879,Sunoco Mini Mart,6700,University Blvd,Coraopolis,PA,15108,Moon,Chain Retail/Convenience Store
6880,Sunoco Mini Mart #0364070303,127,McMurray Rd,Pittsburgh,PA,15241,Upper St Clair,Chain Retail/Convenience Store
6881,Sunrise School,550,Aura Dr,Monroeville,PA,15146,Monroeville,School Full Service Kitchen
6882,Sunrise Specialty Foods #ZGP- 4229,2828,Broadway Avenue,Monroeville,PA,15146,Monroeville,Mobile
6883,Sunrise Specialty Foods Commissary,2828,Broadway Avenue,Monroeville,PA,15146,Monroeville,Commissary
6884,Sunrise Sunoco A Plus,1329,Babcock Blvd,Pittsburgh,PA,15209,Shaler,Chain Retail/Convenience Store
6885,Sunseri Pizza,2805,Custer Ave,Pittsburgh,PA,15227,Baldwin Boro,Restaurant without Liquor
6886,Sunset Inn,7992,Steubenville Pike,Oakdale,PA,15071,North Fayette,Restaurant with Liquor
6887,Sunset Pizza &amp; Grille,38,E Main St,Carnegie,PA,15106,Carnegie,Restaurant without Liquor
6888,Sunset Room Banquet Hall,95,Enterprise Street,Elizabeth,PA,15037,Elizabeth Township,Banquet Hall
6889,Super Mart,1761,Pine Hollow Road,Mc Kees Rocks,PA,15136,Kennedy,Retail/Convenience Store
6890,Super One Convience Store,2601,S Braddock Ave,Pittsburgh,PA,15218,Swissvale,Retail/Convenience Store
6891,Super Stop,430,Kenmawr Ave,Braddock,PA,15104,Rankin,Retail/Convenience Store
6892,Supporting Hands Learning Center,289,Monroeville Mall,Monroeville,PA,15146,Monroeville,Child Food Service
6893,Supreme Pizza,4012,Butler St,Pittsburgh,PA,15201,Pittsburgh-109,Restaurant without Liquor
6894,Supremo&#39;s Pizzeria,120,Three Degree  Road,Pittsburgh,PA,15237,Ross,Restaurant without Liquor
6895,Sur La Table,2681,Sidney St,Pittsburgh,PA,15203,Pittsburgh-116,Chain Packaged Food Only
6896,Sushi &amp; Roll,301,Grant St / One Oxford Ctr Lower Level,Pittsburgh,PA,15219,Pittsburgh-101,Restaurant without Liquor
6897,Sushi Boat Asian Kitchen,128,Oakland  Avenue,Pittsburgh,PA,15213,Pittsburgh-104,Restaurant without Liquor
6898,Sushi Fuku,120,Oakland Avenue,Pittsburgh,PA,15213,Pittsburgh-104,Chain Restaurant without Liquor
6899,Sushi Fuku #2,417,Craig Street,Pittsburgh,PA,15213,Pittsburgh-104,Chain Restaurant without Liquor
6900,Sushi Kim,1241,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant with Liquor
6901,Sushi Tomo,4812,McKnight Rd,Pittsburgh,PA,15237,Ross,Restaurant with Liquor
6902,Sushi Too,5432,Walnut  Street,Pittsburgh,PA,15232,Pittsburgh-107,Restaurant with Liquor
6903,Sushi with Gusto ,1551,Washington Rd,Pittsburgh,PA,15228,Mt Lebanon,Chain Retail/Convenience Store
6904,Sushic @ Giant Eagle ,9805,McKnight Road,Pittsburgh,PA,15237,McCandless,Chain Retail/Convenience Store
6905,Sushic @ Giant Eagle ,5600,William Flynn Highway,Gibsonia,PA,15044,Richland,Chain Retail/Convenience Store
6906,Sushic @ Giant Eagle ,7000,Oxford Drive,Bethel Park,PA,15102,Bethel Park,Chain Retail/Convenience Store
6907,Sushic @ Giant Eagle ,100,Settlers Ridge Center Drive,Pittsburgh,PA,15205,Robinson,Chain Retail/Convenience Store
6908,Sushic @ Giant Eagle ,8080,McIntyre Square,Pittsburgh,PA,15237,McCandless,Chain Retail/Convenience Store
6909,Sushic @ Giant Eagle #0004,5055,Library Road,Bethel Park,PA,15102,Bethel Park,Chain Retail/Convenience Store
6910,Sushic @ Giant Eagle #0073,9901,Mountain View Drive,West Mifflin,PA,15122,West Mifflin,Chain Retail/Convenience Store
6911,Sushic @ Giant Eagle #068,5990,University  Boulevard,Coraopolis,PA,15108,Moon,Chain Retail/Convenience Store
6912,Sushic @ Giant Eagle #18,1671,Butler Plank  Road,Gibsonia,PA,15044,Shaler,Chain Retail/Convenience Store
6913,Sushic @ Giant Eagle #37,&nbsp;,Quaker Village Shopping Center,Leetsdale,PA,15056,Leetsdale,Chain Retail/Convenience Store
6914,Sushic @ Giant Eagle #40,5550,Centre  Avenue,Pittsburgh,PA,15232,Pittsburgh-107,Chain Restaurant without Liquor
6915,Sushic @ Giant Eagle #52,132,Ben Avon Hts  Road,Pittsburgh,PA,15237,Ohio,Chain Retail/Convenience Store
6916,Sushic @ Giant Eagle #60,4010,Monroeville Boulevard,Monroeville,PA,15146,Monroeville,Chain Retail/Convenience Store
6917,Sushic @ Giant Eagle #61,2021,Wharton  Street,Pittsburgh,PA,15203,Pittsburgh-117,Chain Retail/Convenience Store
6918,Sushic @ Giant Eagle #619,1705,Braddock Avenue,Pittsburgh,PA,15218,Edgewood,Chain Retail/Convenience Store
6919,Sushic @ Giant Eagle #641,1025,Washington  Pike,Bridgeville,PA,15017,Collier,Chain Retail/Convenience Store
6920,Sushic @ Giant Eagle #72,910,Freeport Road,Pittsburgh,PA,15238,Pittsburgh-112,Chain Retail/Convenience Store
6921,Sushic @ Giant Eagle Express,2811,Freeport Rd,Pittsburgh,PA,15238,Harmar,Chain Retail/Convenience Store
6922,Sushic@ Giant Eagle #43,155,Town Center  Drive,Wexford,PA,15090,Pine,Chain Restaurant without Liquor
6923,Sushic@Giant Eagle #6379,420,Waterfront Drive,Homestead,PA,15120,Homestead,Chain Retail/Convenience Store
6924,Suzich Cafe,917,Grant Ave,Duquesne,PA,15110,Duquesne,Restaurant with Liquor
6925,Sweeney&#39;s Irish Pub,142,Grant Avenue,Pittsburgh,PA,15209,Millvale,Restaurant with Liquor
6926,Sweet B Sweet Shop,5895,Heckert Road,Bakerstown,PA,15007,Richland,Bakery
6927,Sweet Frog ,2015,Pittsburgh Mills Road,Tarentum,PA,15084,Frazer,Restaurant without Liquor
6928,Sweet Peas Convenience Store,3937,Library Road,Pittsburgh,PA,15234,Castle Shannon,Chain Retail/Convenience Store
6929,Sweet Serendipity Desserts,162,Sewickley Farm Cir,Mars,PA,16046,Marshall,Bakery
6930,Sweet Sips Cafe ,7331,Butler  Street,Pittsburgh,PA,15206,Pittsburgh-110,Mobile
6931,Sweet Time Cafe &amp; General Store,435,E Ohio St,Pittsburgh,PA,15212,Pittsburgh-123,Packaged Food Only
6932,Sweetheart Candies,614,Allegheny River Boulevard,Oakmont,PA,15139,Oakmont,Packaged Food Only
6933,Sweets From Heaven #1550,100,Robinson Center Drive,Pittsburgh,PA,15205,Robinson,Chain Retail/Convenience Store
6934,Sweets From Heaven #903,182,South Hills Village,Pittsburgh,PA,15241,Upper St Clair,Chain Packaged Food Only
6935,Sweets from Heaven,1000,Ross Park Mall,Pittsburgh,PA,15237,Ross,Chain Packaged Food Only
6936,Sweetwater Center For The Arts,200,Broad St,Sewickley,PA,15143,Sewickley,University Food Service
6937,Swissvale Arcade Lanes,7518,Dickson Street,Pittsburgh,PA,15218,Swissvale,Restaurant without Liquor
6938,Swissvale Bowl A-Rama / Franks Place ,2023,Noble  Street,Pittsburgh,PA,15218,Swissvale,Restaurant with Liquor
6939,Swissvale Dari-Delite,1990,Monongahela Ave,Pittsburgh,PA,15218,Swissvale,Restaurant without Liquor
6940,Swissvale Senior Citizens Center,7350,McClure Ave,Pittsburgh,PA,15218,Swissvale,Adult Food Service
6941,Swissvale Volunteer Fire Dept,7400,Irvine Street,Pittsburgh,PA,15218,Swissvale,Firehall without Liquor
6942,Switch Cafe,1000,Technology Drive,Pittsburgh,PA,15219,Pittsburgh-104,Restaurant without Liquor
6943,Sylvan Bar,302,Railroad Avenue,Verona,PA,15147,Verona,Restaurant with Liquor
6944,Sylvester &amp; Tweeties Restaurant,8800,Roberts Hollow Rd,Elizabeth,PA,15037,Forward,Restaurant without Liquor
6945,Syria Shrine Center Grand Ballroom,1877,Shriners Way,Cheswick,PA,15024,Harmar,Banquet Hall
6946,Szechuan Express,125,Oakland  Avenue,Pittsburgh,PA,15213,Pittsburgh-104,Restaurant without Liquor
6947,T &amp; T Frozen Yogurt ,3535,Mountain View Drive,West Mifflin,PA,15122,West Mifflin,Restaurant without Liquor
6948,T J Maxx #122,5375,Wm Flynn Hwy,Gibsonia,PA,15044,Richland,Chain Packaged Food Only
6949,T J Maxx #479,1155,Washington Pike,Bridgeville,PA,15017,Collier,Chain Packaged Food Only
6950,T J Maxx #822,580,E Waterfront Dr,Homestead,PA,15120,Homestead,Chain Packaged Food Only
6951,T-Bones,100,VIP  Drive,Wexford,PA,15090,Marshall,Supermarket
6952,T-Bones BP #02706,787,Wexford Bayne Rd,Wexford,PA,15090,Marshall,Chain Retail/Convenience Store
6953,T.G.I.  Friday&#39;s,5300,Corporate Dr,Pittsburgh,PA,15237,McCandless,Chain Restaurant with Liquor
6954,T.G.I. Friday&#39;s,&nbsp;,Pgh Intl Airport / AC-07,Pittsburgh,PA,15231,Findlay,Chain Restaurant with Liquor
6955,T.G.I. Friday&#39;s,200,Park Manor Drive,Pittsburgh,PA,15205,Robinson,Chain Restaurant with Liquor
6956,T.G.I. Friday&#39;s #1101,185,Waterfront Dr,Homestead,PA,15120,Homestead,Chain Restaurant with Liquor
6957,T.G.I. Friday&#39;s #1817,2800,Oxford Dr,Bethel Park,PA,15102,Bethel Park,Chain Restaurant with Liquor
6958,T.G.I. Friday&#39;s #1818,240,Mall  Boulevard,Monroeville,PA,15146,Monroeville,Chain Restaurant with Liquor
6959,T.G.I. Friday&#39;s - PPG PAINTS Arena,1027,5th Avenue,Pittsburgh,PA,15219,Pittsburgh-103,Chain Restaurant with Liquor
6960,T.G.I. Friday&#39;s Cafe,&nbsp;,Pgh Intl Airport / NE-10B,Pittsburgh,PA,15231,Findlay,Chain Restaurant with Liquor
6961,T.G.I. Friday&#39;s Pub,&nbsp;,Pgh Intl Airport / NW-07,Pittsburgh,PA,15231,Findlay,Chain Restaurant with Liquor
6962,T4U,3501,Forbes  Avenue,Pittsburgh,PA,15213,Pittsburgh-104,Restaurant without Liquor
6963,TJ Buffet Sushi &amp; Grill,121,Pittsburgh Mills Circle,Tarentum,PA,15084,Frazer,Chain Restaurant without Liquor
6964,TJ&#39;s Deli Mart #1,357,Lincoln Avenue,Mc Donald,PA,15057,McDonald,Chain Retail/Convenience Store
6965,TJ&#39;s Deli Mart #2,5942,Steubenville Pike,Mc Kees Rocks,PA,15136,Robinson,Chain Retail/Convenience Store
6966,TJ&#39;s Deli Mart #3,100,Clinton Ave,Oakdale,PA,15071,Oakdale,Chain Retail/Convenience Store
6967,TJ&#39;s Pub,21,Yost  Boulevard,Pittsburgh,PA,15221,Forest Hills,Restaurant with Liquor
6968,TJS  Sports &amp; Mini Mart,2904,Liberty Avenue,Pittsburgh,PA,15216,Dormont,Packaged Food Only
6969,TNT Dynamite Pizza &amp; Hoagies/Abby&#39;s Lunch ,450,Pittsburgh Street,Springdale,PA,15144,Springdale Borough,Restaurant without Liquor
6970,Tab&#39;s Deli &amp; Ice Cream,609,3rd Avenue,Elizabeth,PA,15037,Elizabeth Borough,Retail/Convenience Store
6971,Tables on the Green,1299,Lane  Avenue,Natrona Heights,PA,15065,Harrison,Restaurant with Liquor
6972,Taboo Night Club,8023,Bennett  Street,Pittsburgh,PA,15221,Pittsburgh-113,Restaurant with Liquor
6973,Taco Bell #026113,2050,Lebanon Church Rd,West Mifflin,PA,15122,West Mifflin,Chain Restaurant without Liquor
6974,Taco Bell #15608,2802,Jacks Run Rd,Mc Keesport,PA,15131,White Oak,Chain Restaurant without Liquor
6975,Taco Bell #26114,4801,McKnight Rd,Pittsburgh,PA,15237,Ross,Chain Restaurant without Liquor
6976,Taco Bell #26115,1690,Cochran Road,Pittsburgh,PA,15220,Scott,Chain Restaurant without Liquor
6977,Taco Bell #26116,2343,Noblestown Road,Pittsburgh,PA,15205,Greentree,Chain Restaurant without Liquor
6978,Taco Bell #26117,1025,Washington Pike,Bridgeville,PA,15017,Collier,Chain Restaurant without Liquor
6979,Taco Bell #27626,705,Allegheny Avenue,Pittsburgh,PA,15233,Pittsburgh-121,Chain Restaurant without Liquor
6980,Taco Bell #31614,1603,Braddock Avenue,Pittsburgh,PA,15218,Edgewood,Chain Restaurant without Liquor
6981,Taco Bell #31615,100,Northtowne  Square,Gibsonia,PA,15044,Richland,Chain Restaurant without Liquor
6982,Taco Bell #32287,807,View Park Dr,Pittsburgh,PA,15229,West View,Chain Restaurant without Liquor
6983,Taco Bell #5594,4032,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Chain Restaurant without Liquor
6984,Taco Bell #5656,2300,Ardmore Blvd,Pittsburgh,PA,15221,Forest Hills,Chain Restaurant without Liquor
6985,Taco Bell /Pizza Hut Express #31620,825,Freeport Rd,Pittsburgh,PA,15215,Pittsburgh-112,Chain Restaurant without Liquor
6986,Taco Travels,163,Little Deer Creek Road,Cheswick,PA,15024,Indiana,Mobile
6987,Tailgater&#39;s Lounge &amp; Grill,1101,Freeport Road,Cheswick,PA,15024,Harmar,Restaurant with Liquor
6988,Taipei Chinese Restaurant,1124,Freeport Road,Pittsburgh,PA,15238,O&#39;Hara,Restaurant with Liquor
6989,Taipei Tokyo Restaurant,304,Mall Blvd,Monroeville,PA,15146,Monroeville,Restaurant with Liquor
6990,Taj Mahal,7795,McKnight Rd,Pittsburgh,PA,15237,Ross,Restaurant without Liquor
6991,Take A Break Bar,3821,Penn Ave,Pittsburgh,PA,15201,Pittsburgh-106,Restaurant with Liquor
6992,Take A Break Too,362,Helen St,Mc Kees Rocks,PA,15136,McKees Rocks,Restaurant with Liquor
6993,Tako / Butcher &amp; The Rye,212,6th Street,Pittsburgh,PA,15219,Pittsburgh-102,Restaurant with Liquor
6994,Talia Cafe ,611,William Penn Place,Pittsburgh,PA,15219,Pittsburgh-102,Restaurant without Liquor
6995,Tallulah&#39;s Catering,419,Butler Street,Pittsburgh,PA,15223,Etna,Caterer
6996,Tamarind Flavor Of India,257,Craig Street,Pittsburgh,PA,15213,Pittsburgh-104,Restaurant without Liquor
6997,Tamarind Savoring India,2101,Greentree Road / Ste B117,Pittsburgh,PA,15220,Scott,Restaurant with Liquor
6998,Tambellini Italian Grill,&nbsp;,City - County Building,Pittsburgh,PA,15219,Pittsburgh-101,Mobile
6999,Tambellini Trailer,3054,Washington Road,Canonsburg,PA,15317,Out Of County,Mobile
7000,Tammy&#39;s Place,1354,Goettman Street,Pittsburgh,PA,15212,Pittsburgh-124,Restaurant with Liquor
7001,Tan Izakaya,815,Aiken Avenue,Pittsburgh,PA,15232,Pittsburgh-107,Restaurant with Liquor
7002,Tan Lac Vien,2114,Murray Avenue,Pittsburgh,PA,15217,Pittsburgh-114,Restaurant without Liquor
7003,Tan Your Can,907,Chartiers Ave,Mc Kees Rocks,PA,15136,McKees Rocks,Packaged Food Only
7004,Tana Ethiopian Cuisine,5929,Baum Blvd,Pittsburgh,PA,15206,Pittsburgh-108,Restaurant with Liquor
7005,Tarena Roller Rink,209,Lock Street,Tarentum,PA,15084,Tarentum,Restaurant without Liquor
7006,Target  #1218,9805,McKnight Rd,Pittsburgh,PA,15237,McCandless,Chain Packaged Food Only
7007,Target  #2201 Grocery,4801,Mcknight  Road,Pittsburgh,PA,15237,Ross,Chain Packaged Food Only
7008,Target  / Food Avenue Express #1219,4004,Monroeville Blvd,Monroeville,PA,15146,Monroeville,Chain Restaurant without Liquor
7009,Target #1217,600,Chauvet Drive,Pittsburgh,PA,15275,North Fayette,Chain Packaged Food Only
7010,Target #1253,360,E Waterfront Dr,Homestead,PA,15120,Homestead,Chain Packaged Food Only
7011,Target #1270,1717,Lebanon Church Rd,West Mifflin,PA,15122,West Mifflin,Chain Packaged Food Only
7012,Target #2077,288,Mt. Nebo Pointe Drive,Pittsburgh,PA,15237,Ohio,Chain Packaged Food Only
7013,Target #2201,4801,McKnight Rd,Pittsburgh,PA,15237,Ross,Chain Restaurant without Liquor
7014,Target #2262 - Grocery,550,Grandview Crossing  Drive,Gibsonia,PA,15044,Richland,Chain Packaged Food Only
7015,Target #2385 - Grocery,2661,Freeport Road,Pittsburgh,PA,15238,Harmar,Chain Packaged Food Only
7016,Target #2757,6231,Penn Avenue,Pittsburgh,PA,15206,Pittsburgh-111,Chain Supermarket
7017,Target #2787,201,South Hills Village,Pittsburgh,PA,15241,Upper St Clair,Chain Supermarket
7018,Target / Food Avenue Express #1217,600,Chauvet Drive,Pittsburgh,PA,15275,North Fayette,Chain Restaurant without Liquor
7019,Target / Food Avenue Express #1218,9805,McKnight Rd,Pittsburgh,PA,15237,McCandless,Chain Restaurant without Liquor
7020,Target / Food Avenue Express #2077,288,Mt Nebo Pointe Drive,Pittsburgh,PA,15237,Ohio,Chain Restaurant without Liquor
7021,Target / Food Avenue Express #2262,550,Grandview Crossing  Drive,Gibsonia,PA,15044,Richland,Chain Restaurant without Liquor
7022,Target / Food Avenue Express #2385,2661,Freeport  Road,Pittsburgh,PA,15238,Harmar,Chain Restaurant without Liquor
7023,Target Cafe  #1270 ,1717,Lebanon Church Rd,West Mifflin,PA,15122,West Mifflin,Chain Restaurant without Liquor
7024,Target Cafe #2757,6231,Penn  Avenue,Pittsburgh,PA,15206,Pittsburgh-111,Chain Restaurant without Liquor
7025,Target Cafe / Starbucks #1253,360,E Waterfront  Drive,Homestead,PA,15120,Homestead,Chain Restaurant without Liquor
7026,Target Cafe / Starbucks #2787,201,South Hills Village,Pittsburgh,PA,15241,Upper St Clair,Chain Restaurant without Liquor
7027,Target Stores #1219,4004,Monroeville  Boulevard,Monroeville,PA,15146,Monroeville,Chain Packaged Food Only
7028,Tartan Express,400,Craig Street,Pittsburgh,PA,15213,Pittsburgh-104,Mobile
7029,Taste Buds Convenience Store,1,Virginia Ave,Pittsburgh,PA,15211,Pittsburgh-119,Retail/Convenience Store
7030,Taste of Art,420,Boulevard of the Allies,Pittsburgh,PA,15219,Pittsburgh-101,Restaurant without Liquor
7031,Tasty Chinese Restaurant,213,S Highland Ave,Pittsburgh,PA,15206,Pittsburgh-107,Restaurant without Liquor
